epoch,step,train/loss,train/loss_12,train/loss_21,train/lr,train/tau
0,9,3.9186787605285645,1.9540090560913086,1.964669942855835,1.4400000054592965e-06,0.9900000095367432
0,19,3.763669967651367,1.8732881546020508,1.8903816938400269,3.0399999104702147e-06,0.9900000095367432
0,29,3.4725494384765625,1.7102820873260498,1.7622672319412231,4.640000042854808e-06,0.9900000095367432
0,39,3.167818069458008,1.6044946908950806,1.5633232593536377,6.2399999478657264e-06,0.9900000095367432
0,49,2.629676580429077,1.3053295612335205,1.3243470191955566,7.839999852876645e-06,0.9900000095367432
0,59,2.286700963973999,1.1431033611297607,1.1435976028442383,9.440000212634914e-06,0.9900000095367432
0,69,1.8222153186798096,0.8978375196456909,0.9243777990341187,1.1039999662898481e-05,0.9900000095367432
0,79,1.3679418563842773,0.6530437469482422,0.7148982286453247,1.264000002265675e-05,0.9900000095367432
0,89,0.8962568044662476,0.4475196301937103,0.44873714447021484,1.4240000382415019e-05,0.9900000095367432
0,99,0.6324137449264526,0.3044508695602417,0.32796284556388855,1.5839999832678586e-05,0.9900000095367432
0,109,0.4428098797798157,0.22750544548034668,0.2153044193983078,1.7439999282942154e-05,0.9900000095367432
0,119,0.23455163836479187,0.11969764530658722,0.11485399305820465,1.9040000552195124e-05,0.9900000095367432
0,129,0.1469489336013794,0.07512293010950089,0.07182599604129791,2.064000000245869e-05,0.9900000095367432
0,139,0.07410092651844025,0.03639102727174759,0.03770989924669266,2.223999945272226e-05,0.9900000095367432
0,149,0.044909313321113586,0.02011992037296295,0.024789392948150635,2.384000072197523e-05,0.9900000095367432
0,159,0.03493749350309372,0.020898006856441498,0.014039486646652222,2.5440000172238797e-05,0.9900000095367432
0,169,0.03049732744693756,0.015408650040626526,0.015088677406311035,2.7039999622502364e-05,0.9900000095367432
0,179,0.02921690046787262,0.014017291367053986,0.015199609100818634,2.8640000891755335e-05,0.9900000095367432
0,189,0.03329949080944061,0.016145989298820496,0.017153501510620117,3.0240000342018902e-05,0.9900000095367432
0,199,0.017862074077129364,0.009900383651256561,0.007961690425872803,3.184000161127187e-05,0.9900000095367432
0,209,0.013891071081161499,0.007426939904689789,0.00646413117647171,3.343999924254604e-05,0.9900000095367432
0,219,0.022090978920459747,0.009858429431915283,0.012232549488544464,3.504000051179901e-05,0.9900000095367432
0,229,0.01730797439813614,0.009728021919727325,0.0075799524784088135,3.664000178105198e-05,0.9900000095367432
0,239,0.0178883895277977,0.005959451198577881,0.011928938329219818,3.823999941232614e-05,0.9900000691413879
0,249,0.011517181992530823,0.004653438925743103,0.00686374306678772,3.984000068157911e-05,0.9900000691413879
0,259,0.025211192667484283,0.015057958662509918,0.010153234004974365,4.143999831285328e-05,0.9900000691413879
0,269,0.0102701336145401,0.004637517035007477,0.005632616579532623,4.303999958210625e-05,0.9900000691413879
0,279,0.01440437138080597,0.007122159004211426,0.0072822123765945435,4.464000085135922e-05,0.9900000691413879
0,289,0.0167926624417305,0.007539346814155579,0.00925331562757492,4.623999848263338e-05,0.9900000691413879
0,299,0.008026637136936188,0.004703827202320099,0.003322809934616089,4.783999975188635e-05,0.9900000691413879
0,309,0.017142683267593384,0.010006360709667206,0.007136322557926178,4.9440001021139324e-05,0.9900000691413879
0,319,0.007806412875652313,0.0023305267095565796,0.005475886166095734,5.103999865241349e-05,0.9900000691413879
0,329,0.012615196406841278,0.00676129013299942,0.005853906273841858,5.263999992166646e-05,0.9900000691413879
0,339,0.009489506483078003,0.0041893646121025085,0.005300141870975494,5.424000119091943e-05,0.9900000691413879
0,349,0.013444669544696808,0.006160646677017212,0.007284022867679596,5.583999882219359e-05,0.9900000691413879
0,359,0.01068713515996933,0.005026653409004211,0.005660481750965118,5.7440000091446564e-05,0.9900000691413879
0,369,0.008441619575023651,0.0041594356298446655,0.004282183945178986,5.9040001360699534e-05,0.9900000691413879
0,379,0.010745011270046234,0.00658513605594635,0.004159875214099884,6.06399989919737e-05,0.9900001287460327
0,389,0.00918811559677124,0.0054327622056007385,0.0037553533911705017,6.223999662324786e-05,0.9900001287460327
0,399,0.007833577692508698,0.0031343400478363037,0.004699237644672394,6.384000153047964e-05,0.9900001287460327
0,409,0.010586142539978027,0.004456475377082825,0.006129667162895203,6.54399991617538e-05,0.9900001287460327
0,419,0.0104813352227211,0.004652492702007294,0.005828842520713806,6.703999679302797e-05,0.9900001287460327
0,429,0.0060647353529930115,0.002954229712486267,0.0031105056405067444,6.864000170025975e-05,0.9900001287460327
0,439,0.0157325342297554,0.006627239286899567,0.009105294942855835,7.023999933153391e-05,0.9900001287460327
0,449,0.008454866707324982,0.0038480758666992188,0.004606790840625763,7.183999696280807e-05,0.9900001287460327
0,459,0.006623469293117523,0.0036606714129447937,0.0029627978801727295,7.344000187003985e-05,0.9900001287460327
0,469,0.0121832937002182,0.0059541985392570496,0.006229095160961151,7.503999950131401e-05,0.9900001287460327
0,479,0.013105571269989014,0.00618956983089447,0.0069160014390945435,7.663999713258818e-05,0.9900001883506775
0,489,0.0072959959506988525,0.0034639909863471985,0.003832004964351654,7.824000203981996e-05,0.9900001883506775
0,499,0.016595683991909027,0.00890425592660904,0.007691428065299988,7.983999967109412e-05,0.9900001883506775
0,509,0.006677299737930298,0.0028622224926948547,0.003815077245235443,8.143999730236828e-05,0.9900001883506775
0,519,0.010886982083320618,0.005796410143375397,0.005090571939945221,8.304000220960006e-05,0.9900001883506775
0,529,0.008401066064834595,0.004717499017715454,0.0036835670471191406,8.463999984087422e-05,0.9900001883506775
0,539,0.013103224337100983,0.006701894104480743,0.006401330232620239,8.623999747214839e-05,0.9900001883506775
0,549,0.012924037873744965,0.005751319229602814,0.007172718644142151,8.784000237938017e-05,0.9900001883506775
0,559,0.007321551442146301,0.0035607516765594482,0.003760799765586853,8.944000001065433e-05,0.9900002479553223
0,569,0.0081077441573143,0.003645673394203186,0.0044620707631111145,9.10399976419285e-05,0.9900002479553223
0,579,0.008424416184425354,0.004231572151184082,0.004192844033241272,9.264000254916027e-05,0.9900002479553223
0,589,0.008010603487491608,0.00374390184879303,0.004266701638698578,9.424000018043444e-05,0.9900002479553223
0,599,0.009062156081199646,0.00579022616147995,0.003271929919719696,9.58399978117086e-05,0.9900002479553223
0,609,0.006030239164829254,0.0034651458263397217,0.0025650933384895325,9.744000271894038e-05,0.9900002479553223
0,619,0.005970396101474762,0.0027250200510025024,0.0032453760504722595,9.904000035021454e-05,0.9900002479553223
1,629,0.007910266518592834,0.003135867416858673,0.004774399101734161,0.0001006399979814887,0.9900002479553223
1,639,0.007072716951370239,0.004006698727607727,0.003066018223762512,0.00010224000288872048,0.990000307559967
1,649,0.010158248245716095,0.004247330129146576,0.005910918116569519,0.00010384000051999465,0.990000307559967
1,659,0.007252782583236694,0.002828247845172882,0.004424534738063812,0.00010543999815126881,0.990000307559967
1,669,0.006099596619606018,0.0031194016337394714,0.0029801949858665466,0.00010704000305850059,0.990000307559967
1,679,0.0067867860198020935,0.003920115530490875,0.0028666704893112183,0.00010864000068977475,0.990000307559967
1,689,0.004610471427440643,0.002310909330844879,0.002299562096595764,0.00011023999832104892,0.990000307559967
1,699,0.005602717399597168,0.0029394179582595825,0.0026632994413375854,0.0001118400032282807,0.9900003671646118
1,709,0.009040698409080505,0.004615947604179382,0.004424750804901123,0.00011344000085955486,0.9900003671646118
1,719,0.010662056505680084,0.00391794741153717,0.006744109094142914,0.00011503999849082902,0.9900003671646118
1,729,0.006043881177902222,0.0031360015273094177,0.002907879650592804,0.0001166400033980608,0.9900003671646118
1,739,0.008749015629291534,0.004259809851646423,0.004489205777645111,0.00011824000102933496,0.9900003671646118
1,749,0.010428741574287415,0.00606931746006012,0.004359424114227295,0.00011983999866060913,0.9900003671646118
1,759,0.014727771282196045,0.006476201117038727,0.008251570165157318,0.0001214400035678409,0.9900004267692566
1,769,0.004452265799045563,0.0023145005106925964,0.0021377652883529663,0.00012303999392315745,0.9900004267692566
1,779,0.006165638566017151,0.003361620008945465,0.002804018557071686,0.00012464000610634685,0.9900004267692566
1,789,0.007330559194087982,0.003312043845653534,0.004018515348434448,0.000126240003737621,0.9900004267692566
1,799,0.008037440478801727,0.0032899901270866394,0.004747450351715088,0.00012784000136889517,0.9900004267692566
1,809,0.005372971296310425,0.002078801393508911,0.0032941699028015137,0.00012943999900016934,0.9900004863739014
1,819,0.0054489970207214355,0.0029137134552001953,0.0025352835655212402,0.0001310399966314435,0.9900004863739014
1,829,0.007481344044208527,0.003637149930000305,0.0038441941142082214,0.00013263999426271766,0.9900004863739014
1,839,0.007832109928131104,0.004299812018871307,0.003532297909259796,0.00013424000644590706,0.9900004863739014
1,849,0.007905304431915283,0.003994181752204895,0.003911122679710388,0.00013584000407718122,0.9900004863739014
1,859,0.011267878115177155,0.004752226173877716,0.0065156519412994385,0.00013744000170845538,0.9900005459785461
1,869,0.008157521486282349,0.0034422501921653748,0.004715271294116974,0.00013903999933972955,0.9900005459785461
1,879,0.011604070663452148,0.005584694445133209,0.006019376218318939,0.0001406399969710037,0.9900005459785461
1,889,0.007334955036640167,0.0046664997935295105,0.0026684552431106567,0.00014223999460227787,0.9900005459785461
1,899,0.005464889109134674,0.0029110684990882874,0.0025538206100463867,0.00014384000678546727,0.9900005459785461
1,909,0.004558645188808441,0.0024679452180862427,0.0020906999707221985,0.00014544000441674143,0.9900006055831909
1,919,0.006032712757587433,0.0024819523096084595,0.0035507604479789734,0.0001470400020480156,0.9900006055831909
1,929,0.00754489004611969,0.003951258957386017,0.003593631088733673,0.00014863999967928976,0.9900006055831909
1,939,0.008575372397899628,0.004365280270576477,0.004210092127323151,0.00015023999731056392,0.9900006055831909
1,949,0.008483387529850006,0.003915742039680481,0.004567645490169525,0.00015183999494183809,0.9900006055831909
1,959,0.008133567869663239,0.0037991777062416077,0.004334390163421631,0.00015344000712502748,0.9900006651878357
1,969,0.004412196576595306,0.0024552196264266968,0.0019569769501686096,0.00015504000475630164,0.9900006651878357
1,979,0.014419987797737122,0.008103698492050171,0.006316289305686951,0.0001566400023875758,0.9900006651878357
1,989,0.01242528110742569,0.005942545831203461,0.006482735276222229,0.00015824000001884997,0.9900006651878357
1,999,0.010216452181339264,0.0044206902384757996,0.005795761942863464,0.00015983999765012413,0.9900007247924805
1,1009,0.012922517955303192,0.005321681499481201,0.007600836455821991,0.0001614399952813983,0.9900007247924805
1,1019,0.013713240623474121,0.007034078240394592,0.006679162383079529,0.00016303999291267246,0.9900007247924805
1,1029,0.005872160196304321,0.0021229684352874756,0.0037491917610168457,0.00016464000509586185,0.9900007247924805
1,1039,0.008768565952777863,0.005176350474357605,0.0035922154784202576,0.00016624000272713602,0.9900007843971252
1,1049,0.008026055991649628,0.0041898638010025024,0.0038361921906471252,0.00016784000035841018,0.9900007843971252
1,1059,0.00868186354637146,0.004470109939575195,0.004211753606796265,0.00016943999798968434,0.9900007843971252
1,1069,0.005018144845962524,0.0035422295331954956,0.0014759153127670288,0.0001710399956209585,0.9900007843971252
1,1079,0.017149068415164948,0.009036615490913391,0.008112452924251556,0.00017263999325223267,0.99000084400177
